,Sentence,Pre-processed sentence,textblob-subjectivity,vader-pos,vader-neg,vader-neu,vader-compound,vader-polarity,sentiment-category,manual eval
254,You know if this is what I need or not and then I tried to skim through it and through skimming I came to the conclusion this is not what I'm looking for.,know need not try skim skim come conclusion not look,0,0.25,0,0.75,0.4588,Positive,,Negative
255,If you can continue.,continue,0,0,0,1,0,Neutral,,Neutral
256,Then I think I closed it.,think close,0,0,0,1,0,Neutral,,Neutral
257,Yep.,yep,0,1,0,0,0.296,Positive,,Positive
258,Then I tried the the next.,try next,0,0,0,1,0,Neutral,,Neutral
259,"So what I did here is try to see what website is this, like if there's something here that might have been, uh, what I'm looking for.",try see website like something might uh look,0,0.478,0,0.522,0.6705,Positive,['Satisfaction'],Neutral
260,"And I checked what, what, what, the typing and what might, what, what that might have been.",check typing might might,0,0,0,1,0,Neutral,,Neutral
261,"And then I checked the link, this link OK and here like just by skimming through I saw that section two was the quarantine and Section 3 was the general.",check link link ok like-(non-standard) skim saw section two quarantine section 3 general,0.5,0.155,0,0.845,0.296,Positive,,Positive
262,"And I think that was this task, but I went over with it.",think task go,0,0,0,1,0,Neutral,,Neutral
263,"If I'm not mistaken, they stopped now.",not mistake stop,0,0.797,0,0.203,0.4449,Positive,,Positive
264,"No, I think here I put the task six also because I didn't know that the task six would would ask me about how did.",no think put task six also not know task six would would ask,0,0,0.298,0.702,-0.569,Negative,,Negative
265,"How did I find that thing, for example?",find thing example,0,0.6,0,0.4,0.4588,Positive,,Neutral
266,Right?,right,0.535714286,0,0,1,0,Neutral,,Neutral
267,"Yeah, he here is.",yeah,0,1,0,0,0.296,Positive,,Positive
268,Play frustration a little bit.,play frustration little bit,0.5,0.32,0.413,0.267,-0.1779,Negative,,Negative
269,"OK, kind of feedback, for example.",ok kind feedback example,0.7,0.701,0,0.299,0.5719,Positive,,Neutral
271,OK so here is.,ok,0.5,1,0,0,0.296,Positive,,Neutral
272,Here is the point I am trying to find.,point try find,0,0.6,0,0.4,0.4588,Positive,,Neutral
273,I think the whole idea of the website is to try to make.,think whole idea website try make,0.4,0,0,1,0,Neutral,,Neutral
274,The information as easy and as accessible as it could be so.,information easy accessible could,0.604166667,0.492,0,0.508,0.4404,Positive,,Neutral
275,I I'm traveling and I'm looking for this information.,travel look information,0,0,0,1,0,Neutral,,Neutral
276,"This information, like you you've seen, it's only a sentence there.",information like-(non-standard) see sentence,0,0.683,0,0.317,0.5106,Positive,,Neutral
277,Why did I have to go through two here and then to check the first PDF and then I had to go through another website to check different things on the website to go through another PDF which had like 14 pages?,go two check first pdf go another website check different thing website go another pdf like-(non-standard) 14 page,0.466666667,0,0,1,0,Neutral,,Negative
278,And then I was lucky to skim through them to find it on in the on the second page for example like it could have been.,lucky skim find second page example like-(non-standard) could,0.416666667,0.492,0,0.508,0.7003,Positive,,Neutral
279,It could have made very easy and just by like I've been in here like.,could make easy like-(non-standard) like-(non-standard),0.833333333,0.42,0,0.58,0.4404,Positive,,Neutral
280,This is the exemption.,exemption,0,0,0,1,0,Neutral,,Neutral
281,"For example, this is what would happen.",example would happen,0,0,0,1,0,Neutral,,Neutral
282,This is and so it doesn't make sense if I will put this and I will links because there is also quick links to the.,not make sense put link also quick link,0.5,0,0,1,0,Neutral,,Negative
283,Rid of it.,rid,0,0,0,1,0,Neutral,,Neutral
284,That was my frustration point.,frustration point,0,0,0.756,0.244,-0.4767,Negative,,Negative
285,If if I may say so.,may say,0,0,0,1,0,Neutral,,Neutral
288,"That wasn't a fun experience from the website itself, like it could have easily been.",not fun experience website like-(non-standard) could easily,0.516666667,0.238,0.267,0.495,-0.0777,Negative,,Negative
289,Written here what what you would do or who would get any sent?,written would would get sent,0,0,0,1,0,Neutral,,Neutral
290,"For example, but no OK. Yeah, yeah.",example no ok yeah yeah,0.5,0.276,0.473,0.251,-0.1471,Negative,,Neutral
291,So.,,0,0,0,0,0,Neutral,,Neutral
292,UM?,um,0,0,0,1,0,Neutral,,Neutral
293,"Since why I'm looking into it, it's just to see that.",since look see,0,0.6,0,0.4,0.4588,Positive,,Neutral
294,The accessibility of the information and trying to.,accessibility information try,0,0,0,1,0,Neutral,,Neutral
295,To to to to look for.,look,0,0,0,1,0,Neutral,,Neutral
296,"For example, like of course I can go to the source and then I will access everything.",example like-(non-standard) course go source access everything,0,0,0,1,0,Neutral,,Neutral
297,"I need, but that's not the point.",need not point,0,0,0,1,0,Neutral,,Neutral
298,The point is to to have something on the website itself.,point something website,0,0,0,1,0,Neutral,,Neutral
299,Why have the website?,website,0,0,0,1,0,Neutral,,Neutral
300,If I can go to the search bar and look into?,go search bar look,0,0,0,1,0,Neutral,,Neutral
301,They want to look into.,want look,0,0.565,0,0.435,0.0772,Positive,,Neutral
302,For example.,example,0,0,0,1,0,Neutral,,Neutral
303,To reach the information I need from the website itself.,reach information need website,0,0.268,0,0.732,0.0258,Positive,,Neutral
304,Per se.,per se,0,0,0,1,0,Neutral,,Neutral
305,Like no searching nothing.,like-(non-standard) no search nothing,0,0,0.423,0.577,-0.296,Negative,,Negative
306,Just if if I go through the website itself do will I see what I get?,go website see get,0,0.5,0,0.5,0.4588,Positive,,Neutral
307,The information I'm looking for or not.,information look not,0,0,0,1,0,Neutral,,Neutral
308,"So, uh, yeah, there was a surf.",uh yeah surf,0,0.524,0,0.476,0.296,Positive,,Neutral
309,"A surf, OK?",surf ok,0.5,0.688,0,0.312,0.296,Positive,,Neutral
310,Do you because?,,0,0,0,0,0,Neutral,,Neutral
311,You couldn't pay.,could not pay,0,0.393,0,0.607,0.0762,Positive,,Neutral
312,"It doesn't take much, it's it's just a sentence.",not take much sentence,0.2,0,0.289,0.711,-0.0572,Negative,,Negative
313,"OK, it's it's just a sentence.",ok sentence,0.5,1,0,0,0.3612,Positive,,Neutral
314,You can write it in.,write,0,0,0,1,0,Neutral,,Neutral
315,Indeed.,indeed,0,0,0,1,0,Neutral,,Neutral
316,"Exactly exactly exactly like you've you've spent so much effort and time on on the right, and then you came to this to this sentence and you would make someone go through.",exactly exactly exactly like-(non-standard) spend much effort time right come sentence would make someone go,0.328571429,0.085,0,0.915,0.0772,Positive,,Negative
317,"Too much to get to the to look into what they need, like you could just.",much get look need like-(non-standard) could,0.2,0,0,1,0,Neutral,,Negative
318,I don't know.,not know,0,0,0.713,0.287,-0.357,Negative,,Negative
319,Call it frequently asked questions like just summarize the pin point.,call frequently ask question like-(non-standard) summarize pin point,0.3,0,0,1,0,Neutral,,Neutral
320,I think that's what I was trying to say.,think try say,0,0,0,1,0,Neutral,,Neutral
321,Like you can pinpoint the the thing you don't need to write too much.,like-(non-standard) pinpoint thing not need write much,0.2,0,0,1,0,Neutral,,Neutral
322,It's just like 123 and this is the most important thing I think it was that that made me quite frustrated that because I think there was another.,like 123 important thing think make quite frustrate think another,1,0.295,0.226,0.48,0.0018,Positive,['Satisfaction'],Negative
323,Desk that that it destroyed my frustration.,desk destroy frustration,0,0,0.868,0.132,-0.765,Negative,,Negative
324,"My frustration level was yeah, I feel that disappointment in the website itself.",frustration level yeah feel disappointment website,0.4,0.19,0.552,0.259,-0.6369,Negative,,Negative
326,"Here it was easier because I would have assumed that I would go through the first line, and then I opened here and there.",easier would assume would go first line open,0.416666667,0.286,0,0.714,0.4215,Positive,['Expectation'],Positive
327,Option would be to try and read the first page and I've read like the what is written the the found here was an interesting because.,option would try read first page read like-(non-standard) write found interesting,0.416666667,0.213,0,0.787,0.4019,Positive,,Positive
328,"Uh, I think it was in Slovak, if I'm not mistaken and my point was here is if it could have been mentioned that it's in Slovak, not in English.",uh think slovak not mistake point could mention slovak not english,0,0.169,0,0.831,0.2584,Positive,,Negative
329,And then I read the general and.,read general,0.5,0,0,1,0,Neutral,,Neutral
330,"Yeah, here I'm talking about that point and.",yeah talk point,0,0.524,0,0.476,0.296,Positive,,Neutral
331,I came here like you need to.,come like-(non-standard) need,0,0,0,1,0,Neutral,,Neutral
332,To I think that was the interesting.,think interesting,0.5,0.73,0,0.27,0.4019,Positive,,Positive
333,"The the thing that picked my curiosity was 12 years and two months where that came from, for example.",thing pick curiosity 12 year two month come example,0,0,0,1,0,Neutral,,Neutral
334,"Yeah, here I clicked on to see what's this like form.",yeah click see like form,0,0.794,0,0.206,0.7717,Positive,['Satisfaction'],Neutral
335,I realized that came later.,realize come later,0,0.6,0,0.4,0.4588,Positive,,Neutral
336,That was a frustration for a bit and.,frustration bit,0,0,0.756,0.244,-0.4767,Negative,,Negative
337,"And then I read that OK, you need to have form.",read ok need form,0.5,0.423,0,0.577,0.296,Positive,,Neutral
338,You need to register and that would be what you need to do.,need register would need,0,0,0,1,0,Neutral,,Neutral
339,"For example, if you arriving.",example arrive,0,0,0,1,0,Neutral,,Neutral
340,To to to Slovakia.,slovakia,0,0,0,1,0,Neutral,,Neutral
341,Ohh 22 all vaccinating yeah.,ohh 22 vaccinating yeah,0,0.423,0,0.577,0.296,Positive,,Neutral
342,I'm just jabbering around.,jabber around,0,0,0,1,0,Neutral,,Neutral
343,Blah blah blah.,blah blah blah,0,0,1,0,-0.296,Negative,,Neutral
344,Yep Yep Yep.,yep yep yep,0,1,0,0,0.6808,Positive,,Positive
345,"Do I go down, yeah?",go yeah,0,0.688,0,0.312,0.296,Positive,,Neutral
346,You wouldn't be happy about threading 11 pages.,would not happy thread 11 page,1,0,0.375,0.625,-0.4585,Negative,,Negative
347,That's not something one is looking for.,not something one look,0,0,0,1,0,Neutral,,Negative
348,A small information.,small information,0.4,0,0.75,0.25,-0.4588,Negative,,Neutral
349,It should look into.,look,0,0,0,1,0,Neutral,,Neutral
350,I think I just take a scheme that just to make sure that the information I found above was the one I'm looking for.,think take scheme make sure information find one look,0.888888889,0.431,0,0.569,0.6486,Positive,,Positive
351,Hey yeah.,hey yeah,0,0.688,0,0.312,0.296,Positive,,Positive
352,And then yeah or?,yeah,0,1,0,0,0.296,Positive,,Neutral
353,This is what.,,0,0,0,0,0,Neutral,,Neutral
354,How did you feel about I?,feel,0,0,0,1,0,Neutral,,Neutral
355,I think I said that.,think say,0,0,0,1,0,Neutral,,Neutral
356,"Kate was easier and more comfortable, for example, than the last one.",kate easy comfortable example last one,0.566666667,0.608,0,0.392,0.7351,Positive,,Positive
357,"All I had to do is click the link, the PDF opened and then it was in the first page just like that.",click link pdf open first page like-(non-standard),0.416666667,0,0,1,0,Neutral,,Neutral
358,"Easy peasy, like it.",easy peasy like-(non-standard),0.833333333,0.592,0,0.408,0.4404,Positive,,Positive
359,It's it's just like that.,like-(non-standard),0,0,0,1,0,Neutral,,Neutral
360,You don't need to go to another external website and like to click through different links to check which one is and then to try to look to other pages into other pages to find.,not need go another external website like-(non-standard) click different link check one try look page page find,0.35,0.158,0,0.842,0.4588,Positive,,Positive
361,Information unit like this one was.,information unit like-(non-standard) one,0,0,0,1,0,Neutral,,Neutral
362,"Quite like excess, like more accessible than the than the last one.",quite like excess like-(non-standard) accessible last one,0.220833333,0.318,0,0.682,0.4201,Positive,['Satisfaction'],Positive
363,Ohh yeah ohh yeah this the part where I need to fill the form.,ohh yeah ohh yeah part need fill form,0,0.423,0,0.577,0.5267,Positive,,Neutral
364,"Ohh, this part was quite interesting.",ohh part quite interesting,0.5,0.499,0,0.501,0.4576,Positive,,Positive
365,I was I liked the name Jonah Smith too.,like name jonah smith,0,0.455,0,0.545,0.3612,Positive,['Satisfaction'],Neutral
366,It's it's not a very common.,not common,0.5,0,0,1,0,Neutral,,Neutral
367,You would assume yeah.,would assume yeah,0,0.524,0,0.476,0.296,Positive,['Expectation'],Neutral
368,"So he threw me, uh, going into everything before I knew exactly where to go for the registration because I read the name before.",throw uh go everything know exactly go registration read name,0.25,0.25,0,0.75,0.4588,Positive,,Positive
369,"So now ohh yeah, he here is.",ohh yeah,0,0.688,0,0.312,0.296,Positive,,Positive
370,Here is the miserable reality.,miserable reality,1,0,0.762,0.238,-0.4939,Negative,,Negative
372,"OK, so here is the idea.",ok idea,0.5,0.688,0,0.312,0.296,Positive,,Neutral
373,The the data for.,data,0,0,0,1,0,Neutral,,Neutral
374,"Travel, for example wasn't written in the task itself, so I assumed a date from me.",travel example not write task assume date,0,0,0,1,0,Neutral,['Expectation'],Neutral
375,But then I want to look for the USA.,want look usa,0,0.394,0,0.606,0.0772,Positive,,Neutral
376,So if you if you Type USA you wouldn't.,type usa wouldnt,0,0,0,1,0,Neutral,,Neutral
377,You won't get any result if you type United you wouldn't get the United States of America if you type US you would get the United States of America and that was quite frustrating because like.,not get result type united would not get united states america type us would get united states america quite frustrating like-(non-standard),0.9,0.199,0.196,0.604,0.0194,Positive,,Negative
378,It's it's called the United States of.,call united states,0,0.583,0,0.417,0.4215,Positive,,Neutral
379,"Again, if you type the word united, you wouldn't find it.",type word unite would not find,0,0,0.332,0.668,-0.357,Negative,,Negative
380,You you literally it wouldn't give it to you.,literally would not give,0,0,0,1,0,Neutral,,Negative
381,That was.,,0,0,0,0,0,Neutral,,Neutral
382,I'm not sure if this is a bug in in the source system or something like that.,not sure bug source system something like-(non-standard),0.888888889,0,0.246,0.754,-0.2411,Negative,,Negative
383,I don't know because I tried USI I tried.,not know try usi try,0,0,0.383,0.617,-0.357,Negative,,Negative
384,Unite to try to type United and us.,unite try type united us,0,0.412,0,0.588,0.4215,Positive,,Neutral
385,"For example, you when you type us, you need to go like to Scroll down to get the United States of America.",example type us need go like-(non-standard) scroll get united states america,0,0.219,0,0.781,0.4215,Positive,,Neutral
386,Not like U.S. Marine.,not like-(non-standard) us marine,0,0,0,1,0,Neutral,,Neutral
387,Or something or something like that.,something something like-(non-standard),0,0,0,1,0,Neutral,,Neutral
388,So that was a that was a minus minus.,minus minus,0.1,0,0,1,0,Neutral,,Negative
389,"And then yeah, I think I chose it after.",yeah think choose,0,0.524,0,0.476,0.296,Positive,,Neutral
390,"Yep, and then I think I chose those Astoria like Austria, ohh.",yep think choose astoria like-(non-standard) austria ohh,0,0.268,0,0.732,0.296,Positive,,Neutral
391,22 letters and you get it you here so here here that was also a point that.,22 letter get also point,0,0,0,1,0,Neutral,,Neutral
392,"I have a number, but the number isn't.",number number isnt,0,0.722,0,0.278,0.1531,Positive,,Neutral
393,Is it like I am traveling?,like-(non-standard) travel,0,0,0,1,0,Neutral,,Neutral
394,I am from Slovakia and I'm traveling back or I am traveling for visit and then the number I need to give.,slovakia travel back travel visit number need give,0,0.157,0,0.843,0.0772,Positive,,Neutral
395,The like from another country.,like another country,0,0.556,0,0.444,0.3612,Positive,['Satisfaction'],Neutral
396,"For example, I think that afterwards it was.",example think afterwards,0,0,0,1,0,Neutral,,Neutral
397,Visit.,visit,0,0,0,1,0,Neutral,,Neutral
398,"For example, 2 Slovakia.",example 2 slovakia,0,0,0,1,0,Neutral,,Neutral
399,Because each one of them would have me chosen another option.,one would choose another option,0,0,0,1,0,Neutral,,Neutral
400,If I was from Slovakia then I would.,slovakia would,0,0,0,1,0,Neutral,,Neutral
401,Use this number for the first option and if I'm from the US then I will use the number for the second option.,use number first option us use number second option,0.166666667,0.271,0,0.729,0.1531,Positive,,Neutral
402,But I think I went with the assumption that.,think go assumption,0,0,0,1,0,Neutral,,Neutral
403,Jonas Smith within having.,jonas smith within,0,0,0,1,0,Neutral,,Neutral
404,"Going from Slovakia might have been someone from the USA, so I went to the second option.",going slovakia might someone usa go second option,0,0,0,1,0,Neutral,,Neutral
405,So I think that that point.,think point,0,0,0,1,0,Neutral,,Neutral
406,Email and the phone number where.,email phone number,0,0.394,0,0.606,0.0772,Positive,,Neutral
407,Here it's not a problem.,not problem,0,0.693,0,0.307,0.3089,Positive,,Positive
408,The I like the email and the phone number.,like email phone number,0,0.655,0,0.345,0.4215,Positive,['Satisfaction'],Neutral
409,To be honest.,honest,0.9,1,0,0,0.5106,Positive,,Neutral
410,Near here that I was.,near,0.4,0,0,1,0,Neutral,,Neutral
411,"Uh, I always asked to choose that.",uh always ask choose,0,0,0,1,0,Neutral,,Neutral
412,I wasn't vaccinated.,not vaccinate,0,0,0,1,0,Neutral,,Neutral
413,And here I think I I chose.,think choose,0,0,0,1,0,Neutral,,Neutral
414,I have no exemption just to see what I need to do.,no exemption see need,0,0,0.701,0.299,-0.569,Negative,,Neutral
415,Afterwards.,afterwards,0,0,0,1,0,Neutral,,Neutral
416,"I tried to check the task if there is something specific I needed to choose, there wasn't.",try check task something specific need choose wasnt,0.125,0,0,1,0,Neutral,,Neutral
417,"So I chose that one because the other ones wouldn't make sense and now I arrived for example, like the health insurance I choose.",choose one one would not make sense arrive example like-(non-standard) health insurance choose,0,0,0,1,0,Neutral,,Neutral
419,This one was as as frustrating.,one frustrating,0.9,0,0.744,0.256,-0.4404,Negative,,Negative
420,No more frustrating than the US one because.,no frustrating us one,0.9,0.445,0,0.555,0.3412,Positive,,Neutral
421,I I I needed to look for is it called zilina zilina or OK zilina.,need look call zilina zilina ok zilina,0.5,0.268,0,0.732,0.296,Positive,,Neutral
422,OK so I need to look for Gina.,ok need look gina,0.5,0.423,0,0.577,0.296,Positive,,Neutral
423,"And the problem is, it's it's case sensitive.",problem case sensitive,0.9,0,0.574,0.426,-0.4019,Negative,,Negative
424,"So if I type Z, it wouldn't give me the.",type z would not give,0,0,0,1,0,Neutral,,Negative
425,Both are looking for.,look,0,0,0,1,0,Neutral,,Neutral
426,And I needed to scroll through many things like there were so many jillina per say.,need scroll many thing like-(non-standard) many jillina per say,0.5,0,0,1,0,Neutral,,Neutral
427,"But then I turned on my, uh.",turn uh,0,0,0,1,0,Neutral,,Neutral
428,My brain and I tried if what would happen if I typed Jenna without the G at the beginning and then I would get the result.,brain try would happen type jenna without g beginning would get result,0,0,0,1,0,Neutral,,Neutral
429,What I what I would have my.,would,0,0,0,1,0,Neutral,,Neutral
430,What I might have found better?,might find good,0.6,0.855,0,0.145,0.7096,Positive,,Neutral
431,"Is, uh, if I was able to give the street or like when I type the postcode it would get the city automatically.",uh able give street like-(non-standard) type postcode would get city automatically,0.625,0,0,1,0,Neutral,,Neutral
432,Because here I I went through all of them.,go,0,0,0,1,0,Neutral,,Neutral
433,I think somehow at some point I gave up and I wanted to.,think somehow point give want,0,0.245,0,0.755,0.0772,Positive,,Negative
434,I used one more brain cell because here I saw so many gel.,use one brain cell saw many gel,0.5,0,0,1,0,Neutral,,Neutral
435,And.,,0,0,0,0,0,Neutral,,Neutral
436,"Yeah, there were so many.",yeah many,0.5,0.688,0,0.312,0.296,Positive,,Neutral
437,"Of and even when I chose the right one afterwards, the post code was.",even choose right one afterwards post code,0.535714286,0,0,1,0,Neutral,,Neutral
438,"Ohh, we'll come to that point when I choose when you choose it.",ohh come point choose choose,0,0,0,1,0,Neutral,,Neutral
439,Yeah.,yeah,0,1,0,0,0.296,Positive,,Positive
440,Ohh OK. Yeah.,ohh ok yeah,0.5,0.815,0,0.185,0.5267,Positive,,Positive
441,"Jenna, it would give you a postcode.",jenna would give postcode,0,0,0,1,0,Neutral,,Neutral
442,I think it was 10010 or something like that and it wasn't the postcode from the task.,think 10010 something like-(non-standard) not postcode task,0,0,0,1,0,Neutral,,Neutral
443,So the the postcode from the task I think it was like chosen as 12345 for example.,postcode task think like chosen 12345 example,0,0.294,0,0.706,0.3612,Positive,['Satisfaction'],Neutral
444,So here you need to enter the new postcode.,need enter new postcode,0.454545455,0,0,1,0,Neutral,,Neutral
445,"The nice thing that it would have gotten the postcode automatically from the tow, but if it would have work.",nice thing would get postcode automatically tow would work,1,0.259,0,0.741,0.4215,Positive,,Neutral
446,"The other way around, it would have been way better.",way around would way well,0,0.344,0,0.656,0.2732,Positive,,Neutral
447,It would have saved so much time and effort.,would save much time effort,0.2,0.444,0,0.556,0.4939,Positive,,Neutral
448,Of scrolling through so many names.,scroll many name,0.5,0,0,1,0,Neutral,,Negative
449,That's that's my comment here.,comment,0,0,0,1,0,Neutral,,Neutral
450,"Ohh, I think.",ohh think,0,0,0,1,0,Neutral,,Neutral
451,Everything after is OK.,everything ok,0.5,0.688,0,0.312,0.296,Positive,,Positive
452,I don't have a pickup.,not pickup,0,0,0,1,0,Neutral,,Neutral
453,"And ignored all the things, especially by the pick up that.",ignore thing especially pick,1,0,0.455,0.545,-0.3612,Negative,,Negative
454,"There's so many things to scroll through, so up your experience.",many thing scroll experience,0.5,0,0,1,0,Neutral,,Negative
455,"Yeah, I I summed up my experience with it.",yeah sum experience,0,0.524,0,0.476,0.296,Positive,,Neutral
456,Wasn't there something?,not something,0,0,0,1,0,Neutral,,Neutral
457,"No, I think I. I said that everything was quite easy and self explanatory.",no think say everything quite easy self explanatory,0.833333333,0.28,0.193,0.527,0.2484,Positive,,Positive
458,Aside from the Geneva and the US thing that those points.,aside geneva us thing point,0,0,0,1,0,Neutral,,Neutral
459,Quite of.,quite,0,0,0,1,0,Neutral,,Neutral
460,Not like the others.,not like-(non-standard) others,0,0,0,1,0,Neutral,,Neutral
461,And then there was the next test.,next test,0,0,0,1,0,Neutral,,Neutral
462,"Yeah, of the rules which apply.",yeah rule apply,0,0.524,0,0.476,0.296,Positive,,Neutral
463,Ohh ohhh yeah here when I read through the rules and then I came to the conclusion that the rules might have been the same as other.,ohh ohhh yeah read rule come conclusion rule might,0,0.216,0,0.784,0.296,Positive,,Neutral
464,Countries like you need to be vaccinated you if you are vaccinated.,countries like-(non-standard) need vaccinate vaccinate,0,0,0,1,0,Neutral,,Neutral
465,Not so like you won't have to be quarantined or something like that.,not like-(non-standard) not quarantine something like-(non-standard),0,0,0,1,0,Neutral,,Neutral
466,"And if you're not, you have to follow.",not follow,0,0,0.713,0.287,-0.357,Negative,,Neutral
467,"Or certain measurements, or no.",certain measurement no,0.571428571,0.396,0.415,0.189,-0.0258,Negative,,Neutral
468,I think this is.,think,0,0,0,1,0,Neutral,,Neutral
469,This is where I had to look also.,look also,0,0,0,1,0,Neutral,,Neutral
470,"Yeah, this is the task.",yeah task,0,0.688,0,0.312,0.296,Positive,,Neutral
471,A mixed mixed task.,mixed mixed task,0.25,0,0,1,0,Neutral,,Neutral
473,OK so so the point that I was saying was right it was to to the one before about the rules.,ok point say right one rule,0.517857143,0.306,0,0.694,0.296,Positive,,Positive
474,It's the same as.,,0,0,0,0,0,Neutral,,Neutral
475,"Is every other country currently like if you are vaccinated or so it's OK, you won't have to go through quarantine the 10 days.",every country currently like-(non-standard) vaccinate ok not go quarantine 10 day,0.45,0.18,0,0.82,0.296,Positive,,Neutral
476,"If you're not, you have to.",not,0,0,0,1,0,Neutral,,Neutral
477,The only exception is if you come from a higher risk area.,exception come high risk area,0.54,0,0.344,0.656,-0.2732,Negative,,Neutral
478,So you will.,,0,0,0,0,0,Neutral,,Neutral
479,"It doesn't matter if you're vaccinated or not, you need to go through the quarantine that 10 days.",not matter vaccinate not need go quarantine 10 day,0,0,0.118,0.882,-0.0191,Negative,,Neutral
480,"If I'm not mistaken, 10 or 7, there are different rules, but that would be like what I skimmed through.",not mistaken 10 7 different rule would like-(non-standard) skim,0.6,0.209,0,0.791,0.2755,Positive,,Neutral
481,"Before, because the next the next task was quite interesting.",next next task quite interesting,0.166666667,0.428,0,0.572,0.4576,Positive,,Positive
482,"Yeah, after being vaccinated, a brother that you would like.",yeah vaccinate brother would like,0,0.61,0,0.39,0.5719,Positive,['Satisfaction'],Neutral
483,"So I I, I would assume that this is like we're speaking theoretically because.",would assume like-(non-standard) speak theoretically,0.1,0,0,1,0,Neutral,['Expectation'],Neutral
484,"Yeah, exactly exactly anything related to technology.",yeah exactly exactly anything related technology,0.325,0.306,0,0.694,0.296,Positive,,Neutral
485,Every day is Monday for it.,every day monday,0,0,0,1,0,Neutral,,Neutral
486,"Yeah, it's it's.",yeah,0,1,0,0,0.296,Positive,,Neutral
487,It's just how it works.,work,0,0,0,1,0,Neutral,,Neutral
488,Every day is Monday.,every day monday,0,0,0,1,0,Neutral,,Neutral
489,But Hmm.,hmm,0,0,0,1,0,Neutral,,Neutral
490,Is talking.,talk,0,0,0,1,0,Neutral,,Neutral
491,Not yet.,not yet,0,0,0,1,0,Neutral,,Neutral
493,"Alright, OK, let's try.",alright ok let us try,0.5,0.583,0,0.417,0.4939,Positive,,Neutral
505,"So, so I have the link and I would see that I need to give my name, date of birth surname, personal identification and there is an address and for the address.",link would see need give name date birth surname personal identification address address,0.3,0.2,0,0.8,0.4588,Positive,,Positive
506,"I didn't say for example, is it?",not say example,0,0,0,1,0,Neutral,,Neutral
507,My address in Slovakia.,address slovakia,0,0,0,1,0,Neutral,,Neutral
508,Or is it my address where I am from for example?,address example,0,0,0,1,0,Neutral,,Neutral
509,"The this was, uh.",uh,0,0,0,1,0,Neutral,,Neutral
510,.1 there then like cell phone.,1 like-(non-standard) cell phone,0,0,0,1,0,Neutral,,Neutral
511,"Anyway, they need some information about vaccines and so on, and I would assume you're everything is OK and then you would go down like you need to click one when you click one of them, it would activate both of them and then you would read like your personal data is being processed for the purpose of providing health services.",anyway need information vaccine would assume everything ok would go like-(non-standard) need click one click one would activate would read like-(non-standard) personal data process purpose provide health service,0.4,0.075,0,0.925,0.296,Positive,['Expectation'],Positive
512,Providing this personal data is voluntary.,providing personal data voluntary,0.3,0,0,1,0,Neutral,,Neutral
513,I have read that theirs if it's volume.,read volume,0,0,0,1,0,Neutral,,Neutral
514,Why is it?,,0,0,0,0,0,Neutral,,Neutral
515,Why wasn't written from the start?,not write start,0,0,0,1,0,Neutral,,Negative
516,Like why did I go to to fill out everything to know in the end that it was voluntary?,like-(non-standard) go fill everything know end voluntary,0,0.333,0,0.667,0.4588,Positive,,Negative
517,This is one point.,one point,0,0,0,1,0,Neutral,,Neutral
518,The second point is.,second point,0,0,0,1,0,Neutral,,Neutral
519,"I'm not sure why, why I can't fill it, for example like this, like I can dig the books, but they could have also made it that I could fill it there.",not sure not fill example like-(non-standard) like-(non-standard) dig book could also make could fill,0.888888889,0,0.131,0.869,-0.2411,Negative,,Negative
520,Not like to write it by my hand for example.,not like-(non-standard) write hand example,0,0,0.396,0.604,-0.3875,Negative,,Negative
521,"That's where they've been an option too, and would have made everything also easier, but that that wasn't what they wanted, and then I think I tried to Scroll down to see if there is something else, and then he realized that that's not the form I'm looking.",option would make everything also easier not want think try scroll see something else realize not form look,0,0.366,0.051,0.583,0.8214,Positive,,Negative
522,"Uh, yeah, and I criticize the good faith declaration like.",uh yeah criticize good faith declaration like-(non-standard),0.6,0.585,0.193,0.222,0.6486,Positive,,Negative
523,What is good faith declaration?,good faith declaration,0.6,0.851,0,0.149,0.6908,Positive,,Negative
524,What are you hoping from the.,hop,0,0,0,1,0,Neutral,,Neutral
525,"Like, I don't think that's the right word to use.",like-(non-standard) not think right word use,0.535714286,0,0,1,0,Neutral,,Negative
526,Here like I I think are they like trusting me in providing only the good faith and the right answer or like good answers.,like-(non-standard) think like-(non-standard) trust provide good faith right answer like-(non-standard) good answer,0.578571429,0.598,0,0.402,0.8979,Positive,,Neutral
527,That was quite skeptic for me.,quite skeptic,0,0,0.687,0.313,-0.2944,Negative,,Negative
528,Good faith.,good faith,0.6,1,0,0,0.6908,Positive,,Neutral
529,Wow.,wow,1,1,0,0,0.5859,Positive,,Positive
530,That was quite confusing.,quite confuse,0,0,0.687,0.313,-0.2944,Negative,['Confusion'],Negative
531,Please print out the following year.,please print following year,0.1,0.434,0,0.566,0.3182,Positive,,Neutral
532,Then I realized that wasn't the one.,realize not one,0,0.6,0,0.4,0.4588,Positive,,Negative
533,Looking for.,looking,0,0,0,1,0,Neutral,,Neutral
534,Then I opened this and here I was happy and satisfied.,open happy satisfy,0.75,0.87,0,0.13,0.7717,Positive,,Positive
535,OK everything makes sense if we can.,ok everything make sense,0.5,0.423,0,0.577,0.296,Positive,,Positive
536,If you can pose a little bit.,pose little bit,0.5,0,0,1,0,Neutral,,Neutral
